Flood,Aspect,CTI,Curvature,DEM,Distance_river,Distance_road,Landuse2005,Rainfall2005,Slope,SPI,TWI
No,0.367504,0.14846199999999998,0.700192,0.242186,0.014111000000000002,0.40621199999999996,0.25,0.406641,0.46987799999999996,0.000144,0.14846199999999998
No,0.297181,0.10075,0.7127859999999999,0.236087,0.010116,0.41272200000000003,0.25,0.406641,0.610931,8.3e-05,0.10075
No,0.27581300000000003,0.18098699999999998,0.702944,0.243667,0.013408000000000002,0.413753,0.25,0.406641,0.568187,0.000559,0.18098699999999998
No,0.12501099999999998,0.115344,0.715118,0.24125300000000002,0.024722,0.41418,0.25,0.406641,0.5965159999999999,0.00011999999999999999,0.115344
No,0.128359,0.15015,0.707863,0.249721,0.036473,0.407148,0.25,0.406641,0.611358,0.000333,0.15015
No,0.370031,0.123761,0.673462,0.20305399999999998,0.0037189999999999996,0.421446,0.25,0.406641,0.6107640000000001,0.000166,0.123761
No,0.33871,0.15972,0.66447,0.178612,0.002352,0.413462,0.25,0.406641,0.7012520000000001,0.0006799999999999999,0.15972
No,0.47398900000000005,0.14841300000000002,0.684712,0.19631500000000002,0.0059960000000000005,0.40173200000000003,0.25,0.406641,0.580171,0.000269,0.14841300000000002
No,0.048806999999999996,0.141777,0.705924,0.20721599999999998,0.024214,0.407544,0.25,0.406641,0.585631,0.000234,0.141777
No,0.9744809999999999,0.137025,0.6922510000000001,0.215123,0.033260000000000005,0.41655299999999995,0.25,0.406641,0.679733,0.000346,0.137025
No,0.842274,0.117395,0.683431,0.195172,0.031772,0.42124399999999995,0.25,0.406641,0.736811,0.00028700000000000004,0.117395
No,0.811371,0.109963,0.7228140000000001,0.195169,0.028611,0.426095,0.25,0.406641,0.7303,0.000226,0.109963
No,0.94886,0.112202,0.7081569999999999,0.191032,0.011992000000000001,0.395227,0.25,0.406641,0.624055,0.000129,0.112202
No,0.919602,0.129228,0.716969,0.1913,0.011992000000000001,0.389468,0.25,0.406641,0.563026,0.000147,0.129228
No,0.817094,0.078403,0.712925,0.174824,0.013408000000000002,0.38258600000000004,0.25,0.406641,0.646837,4.6e-05,0.078403
No,0.806014,0.051216,0.718489,0.171489,0.017988,0.37914899999999996,0.25,0.406641,0.611675,0.0,0.051216
No,0.92268,0.277186,0.696287,0.016916,0.183753,0.091626,0.25,0.26315900000000003,0.010205,1e-06,0.277186
Yes,0.025604000000000002,0.491392,0.696297,0.005000999999999999,0.050578,0.020151,0.5,0.269367,0.0007,1e-06,0.491392
Yes,0.27829,0.443395,0.696152,0.004713,0.008956,0.016086000000000003,1.0,0.266029,0.003812,6e-06,0.443395
Yes,0.8317450000000001,0.304906,0.697222,0.00646,0.044778,0.0658,0.0,0.29343,0.0027559999999999998,0.0,0.304906
Yes,0.8828459999999999,0.42865600000000004,0.696287,0.004906000000000001,0.007056000000000001,0.0016010000000000002,0.5,0.285683,0.001058,0.0,0.42865600000000004
Yes,0.403779,0.336615,0.696102,0.005961999999999999,0.064193,0.006884,0.5,0.287108,0.0109,4e-06,0.336615
Yes,0.406592,0.46568699999999996,0.696231,0.00487,0.023282,0.028294999999999997,0.0,0.267573,0.0009289999999999999,1e-06,0.46568699999999996
Yes,0.467762,0.34283,0.695919,0.0059229999999999994,0.029469,0.002264,1.0,0.266029,0.011868,6e-06,0.34283
Yes,0.8549530000000001,0.5621,0.6963020000000001,0.00511,0.029469,0.074706,1.0,0.29343,0.0005269999999999999,2e-06,0.5621
Yes,0.467549,0.355671,0.695929,0.005908,0.02998,0.001132,1.0,0.266029,0.010707,6e-06,0.355671
Yes,0.694458,0.48086899999999994,0.696314,0.005282,0.009696999999999999,0.075923,1.0,0.29343,0.002542,6e-06,0.48086899999999994
Yes,0.469203,0.338039,0.696072,0.005967,0.030574,0.0,1.0,0.266029,0.011881000000000001,5e-06,0.338039
Yes,0.509146,0.503013,0.6963090000000001,0.00509,0.0,0.013628999999999999,0.5,0.269367,0.00020299999999999997,0.0,0.503013
Yes,0.6458149999999999,0.404082,0.696226,0.00545,0.020094,0.077136,0.0,0.29343,0.002435,1e-06,0.404082
Yes,0.460746,0.314846,0.696505,0.005725,0.022312000000000002,0.002264,1.0,0.266029,0.00442,0.0,0.314846
Yes,0.124903,0.406433,0.696321,0.00509,0.030933999999999996,0.007157999999999999,1.0,0.269367,0.0005780000000000001,0.0,0.406433
Yes,0.40883400000000003,0.439899,0.6963050000000001,0.0050100000000000006,0.004704,0.010435,0.5,0.269367,0.000549,0.0,0.439899
Yes,0.126655,0.415191,0.6964,0.005035,0.034923,0.028385000000000004,1.0,0.269367,0.0016649999999999998,1e-06,0.415191
Yes,0.7412310000000001,0.44691800000000004,0.696232,0.005021,0.023103,0.05154299999999999,1.0,0.26660100000000003,0.002585,3e-06,0.44691800000000004
Yes,0.117076,0.476445,0.696246,0.004886,0.097325,0.010123,0.5,0.287108,0.000549,0.0,0.476445
Yes,0.088495,0.37259699999999996,0.69623,0.004953,0.051579999999999994,0.015722999999999997,0.75,0.287108,0.0030629999999999998,1e-06,0.37259699999999996
No,0.269056,0.140622,0.700713,0.33513899999999996,0.21823499999999998,0.43579799999999996,0.25,0.453966,0.6483949999999999,0.00032,0.140622
No,0.619689,0.103407,0.711276,0.314562,0.10115700000000001,0.47783000000000003,0.25,0.397873,0.700619,0.000157,0.103407
No,0.711595,0.096164,0.7146680000000001,0.271418,0.11858800000000001,0.464916,0.25,0.397873,0.651111,9.2e-05,0.096164
No,0.6260359999999999,0.11013599999999998,0.697669,0.241689,0.131472,0.454179,0.25,0.43183699999999997,0.728841,0.000225,0.11013599999999998
No,0.317626,0.17868900000000001,0.703688,0.273401,0.149578,0.45675,0.25,0.453966,0.58823,0.000588,0.17868900000000001
No,0.300507,0.161141,0.7039770000000001,0.294522,0.12550999999999998,0.471872,0.25,0.419687,0.715649,0.0007599999999999999,0.161141
No,0.310931,0.076429,0.690707,0.3278,0.10710599999999999,0.483918,0.25,0.397873,0.81567,0.000143,0.076429
No,0.326746,0.147641,0.700562,0.32146199999999997,0.13422,0.47065200000000007,0.25,0.419687,0.674767,0.00044,0.147641
No,0.543542,0.092477,0.699786,0.169631,0.160176,0.43234799999999995,0.25,0.43183699999999997,0.683203,0.0001,0.092477
No,0.621957,0.149541,0.699361,0.171862,0.166051,0.424494,0.25,0.43183699999999997,0.728842,0.000618,0.149541
No,0.652841,0.122135,0.703006,0.155308,0.17857,0.414149,0.25,0.43183699999999997,0.696509,0.000258,0.122135
No,0.209763,0.228277,0.702593,0.016797,0.15475799999999998,0.180526,0.25,0.27452600000000005,0.015124,0.0,0.228277
No,0.316293,0.271519,0.696326,0.011072,0.128666,0.016711,0.25,0.276477,0.005787,0.0,0.271519
Yes,0.906532,0.467708,0.696259,0.006439,0.098117,0.009054000000000001,0.5,0.298101,0.0014810000000000001,2e-06,0.467708
Yes,0.651513,0.47630200000000006,0.696304,0.005009,0.031772,0.016977000000000003,0.5,0.285683,0.0006730000000000001,0.0,0.47630200000000006
Yes,0.6887840000000001,0.42287299999999994,0.696317,0.005569,0.003326,0.05993099999999999,0.0,0.29343,0.001604,1e-06,0.42287299999999994
Yes,0.39691,0.524971,0.696294,0.005018,0.042496,0.022550999999999998,0.5,0.284871,0.000332,0.0,0.524971
Yes,0.848249,0.206179,0.694904,0.0054280000000000005,0.047997000000000005,0.0,1.0,0.29343,0.049362,3e-06,0.206179
Yes,0.211394,0.39597,0.696362,0.004992,0.044778,0.010186,1.0,0.296569,0.001458,0.0,0.39597
Yes,0.8918290000000001,0.379614,0.696372,0.004944,0.023811000000000002,0.054196,1.0,0.284871,0.003145,1e-06,0.379614
Yes,0.953766,0.437654,0.696299,0.005000999999999999,0.134745,0.039869999999999996,0.5,0.306293,0.000433,0.0,0.437654
Yes,0.171623,0.360144,0.696297,0.005044,0.11176900000000001,0.019766,0.5,0.287108,0.000808,0.0,0.360144
Yes,0.893598,0.500486,0.696307,0.005069,0.09676900000000001,0.022236000000000002,0.5,0.306293,0.0005,0.0,0.500486
Yes,0.694125,0.451908,0.6963060000000001,0.005045,0.12180899999999999,0.016323,0.5,0.290281,0.000526,0.0,0.451908
Yes,0.108399,0.398485,0.696272,0.00499,0.091329,0.013769,0.5,0.290281,0.001379,0.0,0.398485
Yes,0.5439,0.45583,0.696271,0.0050100000000000006,0.110562,0.026831,0.5,0.290281,0.001542,1e-06,0.45583
Yes,0.807087,0.31547600000000003,0.691056,0.005763,0.042917000000000004,0.001132,0.75,0.290281,0.019611,8e-06,0.31547600000000003
Yes,0.822315,0.293525,0.696494,0.006901000000000001,0.071413,0.0,0.75,0.31351100000000004,0.007098999999999999,0.0,0.293525
No,0.185334,0.050927999999999994,0.7205229999999999,0.294719,0.214534,0.402517,0.25,0.453966,0.614201,0.0,0.050927999999999994
No,0.296164,0.134668,0.702764,0.25893,0.218203,0.410491,0.25,0.453966,0.647903,0.00027400000000000005,0.134668
No,0.252136,0.174482,0.70572,0.292526,0.221779,0.426709,0.25,0.453966,0.625081,0.000646,0.174482
No,0.613262,0.11313499999999999,0.68916,0.13022899999999998,0.180005,0.404493,0.25,0.43183699999999997,0.703324,0.00021,0.11313499999999999
No,0.614795,0.132597,0.706653,0.119957,0.161414,0.390924,0.25,0.43183699999999997,0.71778,0.00038199999999999996,0.132597
No,0.6342180000000001,0.156632,0.701599,0.105377,0.134622,0.374218,0.25,0.43183699999999997,0.633716,0.00044,0.156632
No,0.009444,0.193395,0.702268,0.014173,0.06562,0.153661,0.25,0.270962,0.097986,1.1e-05,0.193395
Yes,0.283179,0.473088,0.69631,0.00494,0.008315000000000001,0.028855000000000002,0.5,0.306197,0.0008539999999999999,1e-06,0.473088
Yes,0.598439,0.444082,0.696299,0.004784,0.0059960000000000005,0.0329,0.5,0.29269,0.0012519999999999999,1e-06,0.444082
Yes,0.9720790000000001,0.44593900000000003,0.696317,0.004978,0.008315000000000001,0.0329,0.5,0.306197,0.00011999999999999999,0.0,0.44593900000000003
Yes,0.48572600000000005,0.293335,0.691516,0.007056000000000001,0.015059000000000001,0.008619,1.0,0.32448499999999997,0.021381,6e-06,0.293335
Yes,0.7265199999999999,0.299244,0.69662,0.00573,0.016959000000000002,0.02988,1.0,0.32448499999999997,0.009377,1e-06,0.299244
Yes,0.752247,0.32365700000000003,0.6963630000000001,0.005474000000000001,0.016630000000000002,0.031447,1.0,0.32448499999999997,0.010903,3e-06,0.32365700000000003
Yes,0.317563,0.31712199999999996,0.6963590000000001,0.007417,0.015059000000000001,0.006599,1.0,0.332237,0.012606000000000001,3e-06,0.31712199999999996
Yes,0.15944,0.46851400000000004,0.696288,0.004802000000000001,0.026608,0.0033950000000000004,1.0,0.29269,0.001164,1e-06,0.46851400000000004
Yes,0.768858,0.32719899999999996,0.6962020000000001,0.005391,0.018293,0.032429,0.5,0.32448499999999997,0.010078,3e-06,0.32719899999999996
Yes,0.8907870000000001,0.279017,0.6976939999999999,0.007751000000000001,0.015332,0.002531,1.0,0.332237,0.004899000000000001,0.0,0.279017
Yes,0.985238,0.528138,0.696291,0.004799,0.018815000000000002,0.002531,1.0,0.299426,0.0006190000000000001,1e-06,0.528138
Yes,0.41006899999999996,0.28812600000000005,0.693782,0.005118,0.020094,0.0016010000000000002,1.0,0.31835,0.012004,1e-06,0.28812600000000005
Yes,0.965642,0.522598,0.696288,0.004809000000000001,0.020025,0.003201,0.5,0.299426,0.000656,1e-06,0.522597
Yes,0.214875,0.23244299999999998,0.69767,0.006784,0.030933999999999996,0.005062,1.0,0.31835,0.027566000000000004,1e-06,0.23244299999999998
Yes,0.520254,0.15997,0.6755439999999999,0.008681999999999999,0.009406999999999999,0.006790999999999999,1.0,0.357842,0.325218,7.4e-05,0.15997
Yes,0.354468,0.440535,0.696311,0.005025,0.0037189999999999996,0.031871,0.5,0.306293,0.000271,0.0,0.440535
Yes,0.998381,0.45964799999999995,0.6963090000000001,0.005002,0.017911,0.032822000000000004,0.5,0.303199,0.000443,0.0,0.45964799999999995
Yes,0.9282879999999999,0.551411,0.696289,0.0050420000000000005,0.002352,0.020777,0.5,0.306293,0.000207,0.0,0.551411
Yes,0.480414,0.409729,0.696311,0.005106,0.004704,0.021263999999999998,0.5,0.306293,0.001611,0.0,0.409729
Yes,0.12143499999999999,0.396066,0.696308,0.004965,0.021297,0.010676999999999999,0.5,0.300032,0.002546,1e-06,0.396066
Yes,0.636258,0.22647899999999999,0.698652,0.009399,0.024554,0.072655,0.25,0.368515,0.031468,2e-06,0.22647899999999999
Yes,0.672666,0.274988,0.695869,0.007415000000000001,0.014209000000000001,0.052662,0.25,0.368515,0.016072,2e-06,0.274988
Yes,0.6738390000000001,0.21688400000000002,0.6984,0.009179999999999999,0.023103,0.06277100000000001,0.25,0.368515,0.038932999999999995,2e-06,0.21688400000000002
Yes,0.016479,0.28163499999999997,0.696883,0.006138,0.019393999999999998,0.030788,0.0,0.31835,0.009245,0.0,0.28163499999999997
Yes,0.474826,0.344346,0.696367,0.0069900000000000006,0.070595,0.011373999999999999,0.5,0.334803,0.005738,1e-06,0.344346
Yes,0.403037,0.349839,0.696391,0.006684000000000001,0.031553,0.002531,0.5,0.341296,0.006094,2e-06,0.349839
No,0.34483800000000003,0.183006,0.6946939999999999,0.278596,0.26467399999999996,0.197012,0.25,0.538516,0.499543,0.000405,0.183006
No,0.225478,0.171944,0.6756270000000001,0.285312,0.24473899999999998,0.181213,0.25,0.538516,0.5655560000000001,0.00044400000000000006,0.171944
No,0.144927,0.49416899999999997,0.6962119999999999,0.010875,0.005259000000000001,0.24264899999999998,0.25,0.259112,0.002221,6e-06,0.49416899999999997
Yes,0.718237,0.468393,0.696291,0.005918,0.018961000000000002,0.028294999999999997,0.5,0.346639,0.000802,0.0,0.468393
Yes,0.160434,0.47878000000000004,0.696287,0.004668,0.008315000000000001,0.01245,0.0,0.31390500000000005,0.000521,0.0,0.47878000000000004
Yes,0.29031399999999996,0.5551149999999999,0.696278,0.004658,0.015059000000000001,0.016977000000000003,0.0,0.31390500000000005,0.000234,0.0,0.5551149999999999
Yes,0.642123,0.48376199999999997,0.6963060000000001,0.004839,0.027877,0.018424,0.5,0.2936,0.00057,0.0,0.48376099999999994
Yes,0.391098,0.488504,0.6963060000000001,0.004792,0.017678,0.08177100000000001,0.5,0.304075,9.300000000000001e-05,0.0,0.488504
Yes,0.590312,0.501428,0.696304,0.004946,0.0203,0.005659,0.0,0.292153,0.000525,0.0,0.501428
Yes,0.678369,0.506571,0.696307,0.004936,0.021873,0.056327999999999996,1.0,0.282775,0.0005,0.0,0.506571
Yes,0.593013,0.44379700000000005,0.6963050000000001,0.004961,0.013408000000000002,0.008161,1.0,0.292153,0.0007559999999999999,0.0,0.44379700000000005
Yes,0.715659,0.476358,0.69631,0.004919,0.021036000000000003,0.056691,0.5,0.282775,0.000672,0.0,0.476358
Yes,0.42292799999999997,0.541139,0.6963060000000001,0.00485,0.010116,0.102137,0.5,0.32297,0.000319,0.0,0.541139
Yes,0.860175,0.237719,0.692886,0.008366,0.009406999999999999,0.031871,0.5,0.381417,0.04899,8e-06,0.237719
Yes,0.27123,0.22592399999999999,0.698372,0.014215,0.011759,0.009736,0.5,0.381417,0.015934999999999998,0.0,0.22592399999999999
Yes,0.156918,0.27334899999999995,0.696441,0.008773999999999999,0.023282,0.012903999999999999,1.0,0.393086,0.022221,4e-06,0.27334899999999995
Yes,0.634929,0.18898,0.6967810000000001,0.011206,0.023103,0.018563,1.0,0.368515,0.036189,0.0,0.18898
Yes,0.504677,0.26873,0.695278,0.011429,0.027527999999999997,0.036288,1.0,0.368515,0.018469,2e-06,0.26873
No,0.23114,0.496357,0.696313,0.011025,0.017988,0.174163,0.25,0.24215799999999998,0.00035299999999999996,0.0,0.496357
Yes,0.8975549999999999,0.459387,0.696299,0.0047090000000000005,0.001663,0.0033950000000000004,0.5,0.31390500000000005,0.000802,0.0,0.459387
Yes,0.7153579999999999,0.403031,0.696299,0.005871,0.019393999999999998,0.004527000000000001,0.5,0.377645,0.0018690000000000002,1e-06,0.403031
Yes,0.063106,0.384427,0.696311,0.0060810000000000005,0.020231,0.0016010000000000002,0.5,0.35425500000000004,0.000471,0.0,0.384427
Yes,0.200983,0.51388,0.6963060000000001,0.004912,0.006652,0.095888,1.0,0.282775,0.00015900000000000002,0.0,0.51388
Yes,0.8305440000000001,0.5486850000000001,0.6963060000000001,0.004613,0.043366,0.038481,0.5,0.332041,0.000245,0.0,0.5486850000000001
Yes,0.817562,0.46436000000000005,0.696318,0.004968,0.014209000000000001,0.091919,0.5,0.282775,0.000479,0.0,0.46436000000000005
Yes,0.726118,0.44221000000000005,0.696249,0.005424,0.015688999999999998,0.022777000000000002,0.5,0.36272600000000005,0.0026089999999999998,3e-06,0.44221000000000005
Yes,0.221948,0.46472299999999994,0.696261,0.004676,0.05820499999999999,0.054338,0.5,0.332041,0.002136,3e-06,0.46472299999999994
Yes,0.31307199999999996,0.56247,0.6963010000000001,0.004934,0.002352,0.153611,1.0,0.27859,0.00055,2e-06,0.56247
Yes,0.267303,0.503344,0.6963050000000001,0.00496,0.001663,0.156305,0.0,0.27859,0.00047000000000000004,0.0,0.503344
Yes,0.9479790000000001,0.475347,0.6962550000000001,0.005536,0.014874,0.023768,0.5,0.36272600000000005,0.000875,1e-06,0.475347
Yes,0.623909,0.41894,0.696312,0.005676,0.004989,0.004527000000000001,0.5,0.343034,0.001532,0.0,0.41894
Yes,0.28384299999999996,0.45874899999999996,0.6963060000000001,0.005412,0.0,0.0033950000000000004,0.5,0.331312,0.002078,2e-06,0.45874899999999996
Yes,0.7766810000000001,0.280475,0.6955319999999999,0.004036,0.038787999999999996,0.005659,0.5,0.403059,0.066248,4.6e-05,0.280475
Yes,0.03941,0.442173,0.6958880000000001,0.007109999999999999,0.008315000000000001,0.021769999999999998,0.5,0.391851,0.005876,1.4000000000000001e-05,0.442173
Yes,0.7194550000000001,0.27555799999999997,0.690667,0.004729,0.011156000000000001,0.0035789999999999997,0.5,0.403059,0.021157,3e-06,0.27555799999999997
Yes,0.685291,0.23529499999999998,0.692516,0.002993,0.015688999999999998,0.006884,1.0,0.403059,0.051694000000000004,8e-06,0.23529499999999998
Yes,0.5184479999999999,0.318188,0.695403,0.006861,0.026608,0.007923000000000001,0.5,0.381417,0.01026,2e-06,0.318188
Yes,0.672866,0.281582,0.696909,0.007670000000000001,0.001663,0.010737,0.5,0.403059,0.009255,0.0,0.281582
Yes,0.478138,0.33334600000000003,0.696025,0.007845,0.020094,0.013628999999999999,0.5,0.403059,0.008791,2e-06,0.33334600000000003
Yes,0.182113,0.311618,0.6969810000000001,0.007963,0.028417,0.005659,0.5,0.403059,0.009497,2e-06,0.311618
No,0.330058,0.114452,0.702635,0.352312,0.042399,0.06564400000000001,0.25,0.6063729999999999,0.761252,0.000306,0.114452
No,0.369703,0.12291400000000001,0.668994,0.330323,0.051014,0.066862,0.25,0.602897,0.74866,0.00035499999999999996,0.12291400000000001
No,0.351508,0.10016,0.69833,0.357277,0.050029000000000004,0.067699,0.25,0.602897,0.809946,0.000281,0.10016
No,0.343053,0.12172899999999999,0.6742630000000001,0.324871,0.043238,0.063471,0.25,0.61928,0.758466,0.000365,0.12172899999999999
No,0.347405,0.114156,0.691662,0.332951,0.05744,0.069851,0.25,0.602897,0.6945479999999999,0.000206,0.114156
No,0.364675,0.102699,0.7003010000000001,0.35791300000000004,0.055754,0.07031699999999999,0.25,0.602897,0.789963,0.000265,0.102699
No,0.369422,0.131723,0.6832060000000001,0.324315,0.052087,0.0664,0.25,0.602897,0.673592,0.000292,0.131723
No,0.330631,0.123865,0.6885060000000001,0.339036,0.06397699999999999,0.073435,0.25,0.602897,0.6815720000000001,0.00024900000000000004,0.123865
No,0.34431,0.106576,0.690655,0.31914699999999996,0.06693500000000001,0.075423,0.25,0.602897,0.6732319999999999,0.000146,0.106576
No,0.9904280000000001,0.14424800000000002,0.691958,0.327428,0.084797,0.08768200000000001,0.25,0.602897,0.7040569999999999,0.00047400000000000003,0.14424800000000002
No,0.000892,0.162743,0.6880029999999999,0.318442,0.090002,0.09212100000000001,0.25,0.602897,0.701959,0.000734,0.162743
No,0.9992770000000001,0.157104,0.7086,0.34229499999999996,0.08522,0.088576,0.25,0.602897,0.6638350000000001,0.000523,0.157104
No,0.001525,0.122745,0.71267,0.34941300000000003,0.08155499999999999,0.08554500000000001,0.25,0.602897,0.6196729999999999,0.00016999999999999999,0.122745
No,0.9958309999999999,0.152014,0.683636,0.310844,0.089941,0.09011799999999999,0.25,0.602897,0.674054,0.000488,0.152014
No,0.9855940000000001,0.115344,0.699941,0.33033,0.082147,0.085971,0.25,0.602897,0.684293,0.0002,0.115344
No,0.999704,0.10401099999999999,0.695976,0.324928,0.080325,0.085035,0.25,0.602897,0.582393,7.7e-05,0.10401099999999999
No,0.088494,0.16287000000000001,0.682623,0.2976,0.105716,0.104038,0.25,0.591026,0.613362,0.00045999999999999996,0.16287000000000001
No,0.049081,0.166932,0.689959,0.310217,0.09676900000000001,0.097846,0.25,0.591026,0.6385770000000001,0.000579,0.166932
No,0.016515000000000002,0.172032,0.700778,0.329179,0.091511,0.093364,0.25,0.591026,0.646554,0.000682,0.172032
No,0.015862,0.172896,0.680867,0.304056,0.09466000000000001,0.095158,0.25,0.602897,0.6628430000000001,0.000758,0.172896
No,0.8790399999999999,0.107287,0.692379,0.348907,0.08513899999999999,0.16805799999999999,0.25,0.591026,0.66704,0.000144,0.107287
No,0.968033,0.095648,0.719566,0.32467399999999996,0.074706,0.16059,0.25,0.591026,0.655626,9.300000000000001e-05,0.095648
No,0.895459,0.11068299999999999,0.702205,0.336719,0.078373,0.164425,0.25,0.591026,0.637368,0.000133,0.11068299999999999
No,0.074184,0.088841,0.7061029999999999,0.329728,0.081096,0.154272,0.25,0.591026,0.71445,0.00010800000000000001,0.088841
No,0.040226,0.12870399999999999,0.7014699999999999,0.315075,0.075038,0.155665,0.25,0.591026,0.699684,0.00031299999999999996,0.12870399999999999
No,0.164105,0.076249,0.720915,0.328144,0.091041,0.148199,0.25,0.591026,0.665644,4.8e-05,0.076249
No,0.117649,0.112996,0.699663,0.324594,0.085609,0.1494,0.25,0.591026,0.7045170000000001,0.00021099999999999998,0.112996
No,0.095471,0.110252,0.735617,0.3506,0.08591499999999999,0.154064,0.25,0.591026,0.641142,0.000135,0.110252
No,0.20429,0.09045,0.6895680000000001,0.281098,0.091329,0.142807,0.25,0.591026,0.7006859999999999,0.00010400000000000001,0.09045
No,0.23773000000000002,0.11438800000000002,0.732208,0.313752,0.09686900000000001,0.146031,0.25,0.591026,0.692551,0.000205,0.11438800000000002
No,0.019932,0.189073,0.702828,0.328719,0.119921,0.140205,0.25,0.591026,0.688421,0.001265,0.189073
No,0.032659,0.137521,0.689426,0.319454,0.11628,0.133152,0.25,0.591026,0.720985,0.00044100000000000004,0.137521
No,0.032659,0.137521,0.689426,0.319454,0.11628,0.133152,0.25,0.591026,0.720985,0.00044100000000000004,0.137521
No,0.104299,0.13018,0.718558,0.343914,0.12202400000000001,0.13198800000000002,0.25,0.591026,0.686962,0.000302,0.13018
No,0.169511,0.145427,0.689543,0.33364099999999997,0.128321,0.12369100000000001,0.25,0.591026,0.730508,0.0005650000000000001,0.145427
No,0.136988,0.171824,0.696449,0.330125,0.11162000000000001,0.109877,0.25,0.591026,0.694442,0.000874,0.171824
No,0.14213399999999998,0.17064100000000001,0.688248,0.29989499999999997,0.11858800000000001,0.113371,0.25,0.591026,0.6587029999999999,0.0007030000000000001,0.17064100000000001
No,0.15991,0.159702,0.689964,0.321342,0.12126300000000001,0.11646400000000001,0.25,0.591026,0.727859,0.000785,0.159702
No,0.11003399999999999,0.126902,0.694617,0.324937,0.10438599999999999,0.10390899999999999,0.25,0.591026,0.655142,0.00023199999999999997,0.126902
No,0.01312,0.391,0.696229,0.011276000000000001,0.026294,0.080484,0.0,0.223622,0.002442,1e-06,0.391
Yes,0.8947940000000001,0.430288,0.696299,0.00474,0.002352,0.05463099999999999,0.5,0.325024,0.0013599999999999999,1e-06,0.430288
Yes,0.045448,0.390805,0.694145,0.005762,0.017911,0.004666,0.5,0.377645,0.011037,1.4999999999999999e-05,0.390805
Yes,0.69289,0.43726499999999996,0.6963050000000001,0.004961999999999999,0.008315000000000001,0.191777,1.0,0.272429,0.001019,0.0,0.43726499999999996
Yes,0.700453,0.504849,0.696308,0.004946,0.017911,0.12141800000000001,1.0,0.242112,0.000324,0.0,0.504849
Yes,0.683696,0.48143800000000003,0.696307,0.004982,0.008315000000000001,0.187276,1.0,0.272429,0.0009279999999999999,1e-06,0.48143800000000003
Yes,0.567154,0.451712,0.696312,0.004828,0.009696999999999999,0.033287,0.5,0.309529,0.000951,0.0,0.451712
Yes,0.60193,0.38851399999999997,0.696334,0.00487,0.006652,0.035431,0.5,0.308514,0.0012900000000000001,0.0,0.38851399999999997
Yes,0.660457,0.509788,0.6963010000000001,0.004829,0.04686,0.108799,1.0,0.242112,0.000785,1e-06,0.509788
Yes,0.202509,0.407556,0.696291,0.004845,0.015332,0.11710599999999999,0.5,0.220518,0.0014089999999999999,0.0,0.407556
Yes,0.7350810000000001,0.494296,0.6963020000000001,0.004975,0.020094,0.161417,1.0,0.272429,0.000533,0.0,0.494296
Yes,0.734449,0.483638,0.696307,0.004914,0.037519,0.158777,1.0,0.25414499999999995,0.000156,0.0,0.483638
Yes,0.150749,0.5276609999999999,0.6963060000000001,0.004915999999999999,0.041575,0.162922,1.0,0.25414499999999995,0.000606,1e-06,0.5276609999999999
Yes,0.778447,0.513935,0.696297,0.004951,0.028319999999999998,0.152858,1.0,0.272429,0.0006889999999999999,1e-06,0.513935
Yes,0.71886,0.458326,0.69628,0.00569,0.027677999999999998,0.032409,0.5,0.377645,0.000182,0.0,0.458326
Yes,0.5431239999999999,0.226086,0.698455,0.007098999999999999,0.023811000000000002,0.007157999999999999,0.5,0.422939,0.06338400000000001,1e-05,0.226086
Yes,0.806737,0.274127,0.696635,0.008331,0.017988,0.001132,1.0,0.410822,0.021841,4e-06,0.274127
Yes,0.016955,0.31356,0.696417,0.008412000000000001,0.012665000000000001,0.007157999999999999,1.0,0.42845900000000003,0.011371,2e-06,0.31356
Yes,0.26050999999999996,0.35932800000000004,0.696647,0.007954000000000001,0.0,0.0035789999999999997,0.25,0.42845900000000003,0.008226,4e-06,0.35932800000000004
No,0.250177,0.165165,0.695185,0.36840500000000004,0.194351,0.10346400000000001,0.25,0.63408,0.62483,0.000516,0.165165
No,0.261204,0.151687,0.6961510000000001,0.375249,0.175406,0.088901,0.25,0.63408,0.676891,0.000491,0.151687
No,0.25056100000000003,0.136765,0.693666,0.34284699999999996,0.163618,0.080984,0.25,0.61928,0.6295430000000001,0.000261,0.136765
No,0.245844,0.16336099999999998,0.7004779999999999,0.36833899999999997,0.18676800000000002,0.097103,0.25,0.63408,0.640641,0.000538,0.16336099999999998
No,0.082826,0.131188,0.694476,0.23906999999999998,0.238013,0.130647,0.25,0.648044,0.546075,0.00014099999999999998,0.131188
No,0.31104499999999996,0.100627,0.709847,0.26271300000000003,0.154597,0.075525,0.25,0.61928,0.612008,8.3e-05,0.100627
No,0.318875,0.125725,0.696716,0.267742,0.145454,0.06843300000000001,0.25,0.61928,0.593565,0.00015900000000000002,0.125725
No,0.315239,0.183121,0.677763,0.25458400000000003,0.134693,0.06015499999999999,0.25,0.61928,0.595828,0.0006799999999999999,0.183121
No,0.374902,0.130972,0.681184,0.246115,0.131472,0.05628300000000001,0.25,0.6322810000000001,0.5479350000000001,0.00014199999999999998,0.130972
No,0.28783200000000003,0.167282,0.6838,0.31062199999999995,0.153952,0.074612,0.25,0.61928,0.606267,0.000493,0.167282
